movieId,title,tmdbId
1963,Take the Money and Run (1969),11485
1964,Klute (1971),466
1965,Repo Man (1984),13820
1966,Metropolitan (1990),15389
1967,Labyrinth (1986),13597
1968,"Breakfast Club, The (1985)",2108
1969,"Nightmare on Elm Street 2: Freddy's Revenge, A (1985)",10014
1970,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",10072
1971,"Nightmare on Elm Street 4: The Dream Master, A (1988)",10131
1972,"Nightmare on Elm Street 5: The Dream Child, A (1989)",10160
1973,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)",11284
1974,Friday the 13th (1980),4488
1975,Friday the 13th Part 2 (1981),9725
1976,Friday the 13th Part 3: 3D (1982),9728
1977,Friday the 13th Part IV: The Final Chapter (1984),9730
1978,Friday the 13th Part V: A New Beginning (1985),9731
1979,Friday the 13th Part VI: Jason Lives (1986),10225
1980,Friday the 13th Part VII: The New Blood (1988),10281
1981,Friday the 13th Part VIII: Jason Takes Manhattan (1989),10283
1982,Halloween (1978),948
1983,Halloween II (1981),11281
1984,Halloween III: Season of the Witch (1982),10676
1985,Halloween 4: The Return of Michael Myers (1988),11357
1986,Halloween 5: The Revenge of Michael Myers (1989),11361
1987,Prom Night (1980),36599
1990,Prom Night IV: Deliver Us From Evil (1992),41769
1991,Child's Play (1988),10585
1992,Child's Play 2 (1990),11186
1993,Child's Play 3 (1991),11187
1994,Poltergeist (1982),609
1995,Poltergeist II: The Other Side (1986),11133
1996,Poltergeist III (1988),10306
1997,"Exorcist, The (1973)",9552
1998,Exorcist II: The Heretic (1977),11586
1999,"Exorcist III, The (1990)",11587
2000,Lethal Weapon (1987),941
2001,Lethal Weapon 2 (1989),942
2002,Lethal Weapon 3 (1992),943
2003,Gremlins (1984),927
2004,Gremlins 2: The New Batch (1990),928
2005,"Goonies, The (1985)",9340
2006,"Mask of Zorro, The (1998)",9342
2007,Polish Wedding (1998),38509
2008,"This World, Then the Fireworks (1997)",60033
2009,Soylent Green (1973),12101
2010,Metropolis (1927),19
2011,Back to the Future Part II (1989),165
2012,Back to the Future Part III (1990),196
2013,"Poseidon Adventure, The (1972)",551
2014,Freaky Friday (1977),16084
2015,"Absent-Minded Professor, The (1961)",17984
2016,"Apple Dumpling Gang Rides Again, The (1979)",22328
2017,Babes in Toyland (1961),32611
2018,Bambi (1942),3170
2019,Seven Samurai (Shichinin no samurai) (1954),346
2020,Dangerous Liaisons (1988),859
2021,Dune (1984),841
2022,"Last Temptation of Christ, The (1988)",11051
2023,"Godfather: Part III, The (1990)",242
2024,"Rapture, The (1991)",1411
2025,Lolita (1997),9769
2026,Disturbing Behavior (1998),9424
2027,Jane Austen's Mafia! (1998),9835
2028,Saving Private Ryan (1998),857
2032,"Barefoot Executive, The (1971)",20173
2033,"Black Cauldron, The (1985)",10957
2034,"Black Hole, The (1979)",9570
2035,Blackbeard's Ghost (1968),16249
2036,Blank Check (1994),13962
2037,Candleshoe (1977),14612
2038,"Cat from Outer Space, The (1978)",19378
2040,"Computer Wore Tennis Shoes, The (1969)",29228
2041,Condorman (1981),19379
2042,D2: The Mighty Ducks (1994),11164
2043,Darby O'Gill and the Little People (1959),18887
2044,"Devil and Max Devlin, The (1981)",40866
2046,Flight of the Navigator (1986),10122
2048,"Great Mouse Detective, The (1986)",9994
2050,Herbie Goes Bananas (1980),12129
2051,Herbie Goes to Monte Carlo (1977),14140
2052,Hocus Pocus (1993),10439
2053,"Honey, I Blew Up the Kid (1992)",11158
2054,"Honey, I Shrunk the Kids (1989)",9354
2055,Hot Lead and Cold Feet (1978),28736
2056,In Search of the Castaways (1962),34774
2057,"Incredible Journey, The (1963)",37969
2058,"Negotiator, The (1998)",9631
2059,"Parent Trap, The (1998)",9820
2060,BASEketball (1998),14013
2064,Roger & Me (1989),1779
2065,"Purple Rose of Cairo, The (1985)",10849
2066,Out of the Past (1947),678
2067,Doctor Zhivago (1965),907
2068,Fanny and Alexander (Fanny och Alexander) (1982),5961
2069,"Trip to Bountiful, The (1985)",47908
2070,Tender Mercies (1983),42121
2071,And the Band Played On (1993),2887
2072,"'burbs, The (1989)",11974
2073,Fandango (1985),20348
2074,"Night Porter, The (Portiere di notte, Il) (1974)",26648
2075,Mephisto (1981),11911
2076,Blue Velvet (1986),793
2077,"Journey of Natty Gann, The (1985)",35144
2078,"Jungle Book, The (1967)",9325
2080,Lady and the Tramp (1955),10340
2081,"Little Mermaid, The (1989)",10144
2082,"Mighty Ducks, The (1992)",10414
2083,"Muppet Christmas Carol, The (1992)",10437
2084,Newsies (1992),15300
2085,101 Dalmatians (One Hundred and One Dalmatians) (1961),12230
2087,Peter Pan (1953),10693
2088,Popeye (1980),11335
2089,"Rescuers Down Under, The (1990)",11135
2090,"Rescuers, The (1977)",11319
2091,Return from Witch Mountain (1978),14822
2092,"Return of Jafar, The (1994)",15969
2093,Return to Oz (1985),13155
2094,"Rocketeer, The (1991)",10249
2095,"Shaggy D.A., The (1976)",15943
2096,Sleeping Beauty (1959),10882
2097,Something Wicked This Way Comes (1983),24808
2098,Son of Flubber (1963),19762
2099,Song of the South (1946),13850
2100,Splash (1984),2619
2102,Steamboat Willie (1928),53565
2103,Tall Tale (1995),41841
2104,Tex (1982),27332
2105,Tron (1982),97
2106,Swing Kids (1993),10419
2107,Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode) (1998),11675
2108,L.A. Story (1991),2107
2109,"Jerk, The (1979)",6471
2110,Dead Men Don't Wear Plaid (1982),9442
2111,"Man with Two Brains, The (1983)",11591
2112,Grand Canyon (1991),13697
2114,"Outsiders, The (1983)",227
2115,Indiana Jones and the Temple of Doom (1984),87
2116,"Lord of the Rings, The (1978)",123
2117,1984 (Nineteen Eighty-Four) (1984),9314
2118,"Dead Zone, The (1983)",11336
2119,Maximum Overdrive (1986),9980
2120,Needful Things (1993),10657
2121,Cujo (1983),10489
2122,Children of the Corn (1984),10823
2123,All Dogs Go to Heaven (1989),11497
2124,"Addams Family, The (1991)",2907
2125,Ever After: A Cinderella Story (1998),9454
2126,Snake Eyes (1998),8688
2130,Atlantic City (1980),23954
2131,Autumn Sonata (Höstsonaten) (1978),12761
2132,Who's Afraid of Virginia Woolf? (1966),396
2133,Adventures in Babysitting (1987),14367
2134,Weird Science (1985),11814
2135,Doctor Dolittle (1967),16081
2136,"Nutty Professor, The (1963)",18331
2137,Charlotte's Web (1973),15171
2138,Watership Down (1978),11837
2139,"Secret of NIMH, The (1982)",11704
2140,"Dark Crystal, The (1982)",11639
2141,"American Tail, An (1986)",4978
2142,"American Tail: Fievel Goes West, An (1991)",10380
2143,Legend (1985),11976
2144,Sixteen Candles (1984),15144
2145,Pretty in Pink (1986),11522
2146,St. Elmo's Fire (1985),11557
2147,"Clan of the Cave Bear, The (1986)",13853
2148,House (1986),11415
2149,House II: The Second Story (1987),37530
2150,"Gods Must Be Crazy, The (1980)",8393
2151,"Gods Must Be Crazy II, The (1989)",11937
2152,Air Bud: Golden Receiver (1998),21661
2153,"Avengers, The (1998)",9320
2154,How Stella Got Her Groove Back (1998),33644
2155,"Slums of Beverly Hills, The (1998)",14662
2156,"Best Man, The (Testimone dello sposo, Il) (1998)",125124
2159,Henry: Portrait of a Serial Killer (1986),10692
2160,Rosemary's Baby (1968),805
2161,"NeverEnding Story, The (1984)",34584
2162,"NeverEnding Story II: The Next Chapter, The (1990)",34636
2163,Attack of the Killer Tomatoes! (1978),2182
2164,Surf Nazis Must Die (1987),28070
2165,Your Friends and Neighbors (1998),77469
2166,Return to Paradise (1998),10278
2167,Blade (1998),36647
2169,Dead Man on Campus (1998),14557
2170,Wrongfully Accused (1998),9417
2171,Next Stop Wonderland (1998),41469
2172,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998)",19381
2174,Beetlejuice (1988),4011
2175,Déjà Vu (1997),161795
2176,Rope (1948),1580
2177,Family Plot (1976),5854
2178,Frenzy (1972),573
2179,Topaz (1969),2370
2180,Torn Curtain (1966),5780
2181,Marnie (1964),506
2182,"Wrong Man, The (1956)",22527
2183,"Man Who Knew Too Much, The (1956)",574
2184,"Trouble with Harry, The (1955)",11219
2185,I Confess (1953),30159
2186,Strangers on a Train (1951),845
2187,Stage Fright (1950),1978
2188,11-30-53,3682
2190,Why Do Fools Fall In Love? (1998),46702
2193,Willow (1988),847
2194,"Untouchables, The (1987)",117
2195,Dirty Work (1998),14577
2196,Knock Off (1998),37498
2201,"Paradine Case, The (1947)",31667
2202,Lifeboat (1944),13321
2203,Shadow of a Doubt (1943),21734
2204,Saboteur (1942),31997
2205,Mr. & Mrs. Smith (1941),24197
2206,Suspicion (1941),11462
2207,Jamaica Inn (1939),31995
2208,"Lady Vanishes, The (1938)",940
2210,Sabotage (1936),12684
2211,Secret Agent (1936),2761
2212,"Man Who Knew Too Much, The (1934)",8208
2226,"Ring, The (1927)",36056
2227,"Lodger: A Story of the London Fog, The (1927)",2760
2231,Rounders (1998),10220
2232,Cube (1997),431
2236,Simon Birch (1998),22796
2239,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),37916
2240,My Bodyguard (1980),21873
2241,Class (1983),21500
2243,Broadcast News (1987),12626
2244,"Allnighter, The (1987)",37818
2245,Working Girl (1988),3525
2247,Married to the Mob (1988),2321
2248,Say Anything... (1989),2028
2249,My Blue Heaven (1990),16384
2252,Hero (1992),10699
2253,Toys (1992),11597
2255,Young Doctors in Love (1982),47947
2256,Parasite (1982),48311
2257,No Small Affair (1984),44772
2259,Blame It on Rio (1984),14347
2260,Wisdom (1986),41090
2261,One Crazy Summer (1986),18282
2262,About Last Night... (1986),18169
2263,"Seventh Sign, The (1988)",11082
2264,We're No Angels (1989),5971
2265,Nothing But Trouble (1991),11933
2266,"Butcher's Wife, The (1991)",20096
2267,Mortal Thoughts (1991),30815
2268,"Few Good Men, A (1992)",881
2269,Indecent Proposal (1993),4478
2271,Permanent Midnight (1998),22318
2272,One True Thing (1998),53113
2273,Rush Hour (1998),2109
2275,Six-String Samurai (1998),24746
2278,Ronin (1998),8195
2279,Urban Legend (1998),9877
2280,Clay Pigeons (1998),26618
2281,Monument Ave. (1998),21132
2282,Pecker (1998),11855
2283,"Sheltering Sky, The (1990)",24016
2286,"Fiendish Plot of Dr. Fu Manchu, The (1980)",3486
2287,Them! (1954),11071
2288,"Thing, The (1982)",1091
2289,"Player, The (1992)",10403
2290,Stardust Memories (1980),11337
2291,Edward Scissorhands (1990),162
2292,Overnight Delivery (1998),25723
2294,Antz (1998),8916
2295,"Impostors, The (1998)",28134
2296,"Night at the Roxbury, A (1998)",9429
2297,What Dreams May Come (1998),12159
2298,Strangeland (1998),27791
2300,"Producers, The (1968)",30197
2301,History of the World: Part I (1981),10156
2302,My Cousin Vinny (1992),10377
2303,Nashville (1975),3121
2304,Love Is the Devil (1998),4975
2306,Holy Man (1998),9713
2307,One Tough Cop (1998),134368
2310,"Mighty, The (1998)",9821
2311,2010: The Year We Make Contact (1984),4437
2312,Children of a Lesser God (1986),1890
2313,"Elephant Man, The (1980)",1955
2314,Beloved (1998),39437
2315,Bride of Chucky (Child's Play 4) (1998),11932
2316,Practical Magic (1998),6435
2318,Happiness (1998),10683
2320,Apt Pupil (1998),9445
2321,Pleasantville (1998),2657
2322,Soldier (1998),9425
2323,"Cruise, The (1998)",32326
2324,Life Is Beautiful (La Vita è bella) (1997),637
2325,Orgazmo (1997),8675
2327,Tales from the Darkside: The Movie (1990),20701
2328,Vampires (1998),9945
2329,American History X (1998),73
2330,Hands on a Hard Body (1996),18603
2331,Living Out Loud (1998),46889
2332,Belly (1998),12888
2333,Gods and Monsters (1998),3033
2334,"Siege, The (1998)",9882
2335,"Waterboy, The (1998)",10663
2336,Elizabeth (1998),4518
2337,Velvet Goldmine (1998),1808
2338,I Still Know What You Did Last Summer (1998),3600
2339,I'll Be Home For Christmas (1998),17037
2340,Meet Joe Black (1998),297
2342,Hard Core Logo (1996),21589
2344,Runaway Train (1985),11893
2346,"Stepford Wives, The (1975)",12223
2347,"Pope of Greenwich Village, The (1984)",32081
2348,Sid and Nancy (1986),14924
2349,Mona Lisa (1986),10002
2350,Heart Condition (1990),41817
2351,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",19426
2352,"Big Chill, The (1983)",12560
2353,Enemy of the State (1998),9798
2354,"Rugrats Movie, The (1998)",14444
2355,"Bug's Life, A (1998)",9487
2356,Celebrity (1998),9466
2357,Central Station (Central do Brasil) (1998),666
2358,Savior (1998),2042
2359,Waking Ned Devine (a.k.a. Waking Ned) (1998),10162
2360,"Celebration, The (Festen) (1998)",309
2361,Pink Flamingos (1972),692
2362,Glen or Glenda (1953),24018
2363,Godzilla (Gojira) (1954),1678
2364,"Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The) (1984)",39256
2365,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),1680
2366,King Kong (1933),244
2367,King Kong (1976),10730
2368,King Kong Lives (1986),31947
2369,Desperately Seeking Susan (1985),8130
2370,"Emerald Forest, The (1985)",11532
2371,Fletch (1985),9749
2372,Fletch Lives (1989),14628
2373,Red Sonja (1985),9626
2374,Gung Ho (1986),13698
2375,"Money Pit, The (1986)",10466
2376,"View to a Kill, A (1985)",707
2377,Lifeforce (1985),11954
2378,Police Academy (1984),9336
2379,Police Academy 2: Their First Assignment (1985),10157
2380,Police Academy 3: Back in Training (1986),12118
2381,Police Academy 4: Citizens on Patrol (1987),10587
2382,Police Academy 5: Assignment: Miami Beach (1988),11825
2383,Police Academy 6: City Under Siege (1989),11895
2384,Babe: Pig in the City (1998),9447
2385,Home Fries (1998),12257
2387,Very Bad Things (1998),10029
2388,Steam: The Turkish Bath (Hamam) (1997),27104
2389,Psycho (1998),11252
2390,Little Voice (1998),8545
2391,"Simple Plan, A (1998)",10223
2392,Jack Frost (1998),9745
2393,Star Trek: Insurrection (1998),200
2394,"Prince of Egypt, The (1998)",9837
2395,Rushmore (1998),11545
2396,Shakespeare in Love (1998),1934
2398,Miracle on 34th Street (1947),11881
2399,Santa Claus: The Movie (1985),13764
2400,Prancer (1989),24951
2401,Pale Rider (1985),8879
2402,Rambo: First Blood Part II (1985),1369
2403,First Blood (Rambo: First Blood) (1982),1368
2404,Rambo III (1988),1370
2405,"Jewel of the Nile, The (1985)",10303
2406,Romancing the Stone (1984),9326
2407,Cocoon (1985),10328
2408,Cocoon: The Return (1988),11285
2409,Rocky II (1979),1367
2410,Rocky III (1982),1371
2411,Rocky IV (1985),1374
2412,Rocky V (1990),1375
2413,Clue (1985),15196
2414,Young Sherlock Holmes (1985),11904
2415,Violets Are Blue... (1986),215875
2416,Back to School (1986),15596
2417,Heartburn (1986),13818
2418,Nothing in Common (1986),29968
2419,Extremities (1986),44326
2420,"Karate Kid, The (1984)",1885
2421,"Karate Kid, Part II, The (1986)",8856
2422,"Karate Kid, Part III, The (1989)",10495
2423,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),5825
2424,You've Got Mail (1998),9489
2425,"General, The (1998)",16885
2427,"Thin Red Line, The (1998)",8741
2428,"Faculty, The (1998)",9276
2429,Mighty Joe Young (1998),9822
2430,Mighty Joe Young (1949),39314
2431,Patch Adams (1998),10312
2432,Stepmom (1998),9441
2433,"Civil Action, A (1998)",9422
2435,Hurlyburly (1998),24525
2436,Tea with Mussolini (1999),10368
2439,Affliction (1997),31662
2442,Hilary and Jackie (1998),46992
2443,Playing by Heart (1998),825
2445,At First Sight (1999),15556
2446,In Dreams (1999),28902
2447,Varsity Blues (1999),14709
2448,Virus (1999),9423
2450,Howard the Duck (1986),10658
2451,"Gate, The (1987)",6917
2453,"Boy Who Could Fly, The (1986)",24086
2454,"Fly, The (1958)",11815
2455,"Fly, The (1986)",9426
2456,"Fly II, The (1989)",10344
2457,Running Scared (1986),15698
2458,Armed and Dangerous (1986),2620
2459,"Texas Chainsaw Massacre, The (1974)",30497
2460,"Texas Chainsaw Massacre 2, The (1986)",16337
2462,Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre) (1994),16780
2463,Ruthless People (1986),12151
2465,Deadly Friend (1986),33278
2467,"Name of the Rose, The (Name der Rose, Der) (1986)",192
2468,Jumpin' Jack Flash (1986),10945
2469,Peggy Sue Got Married (1986),10013
2470,Crocodile Dundee (1986),9671
2471,Crocodile Dundee II (1988),9396
2472,Tough Guys (1986),11038
2473,Soul Man (1986),12278
2474,"Color of Money, The (1986)",11873
2475,52 Pick-Up (1986),18588
2476,Heartbreak Ridge (1986),10015
2477,Firewalker (1986),12715
2478,¡Three Amigos! (1986),8388
2481,My Name Is Joe (1998),8129
2482,Still Crazy (1998),1618
2483,"Day of the Beast, The (Día de la Bestia, El) (1995)",10722
2485,She's All That (1999),10314
2488,Peeping Tom (1960),11167
2490,Payback (1999),2112
2491,Simply Irresistible (1999),16172
2492,20 Dates (1998),111794
2493,"Harmonists, The (1997)",9524
2494,"Last Days, The (1998)",20595
2495,"Fantastic Planet, The (Planète sauvage, La) (1973)",16306
2496,Blast from the Past (1999),11622
2497,Message in a Bottle (1999),10207
2498,My Favorite Martian (1999),9849
2500,Jawbreaker (1999),18892
2501,October Sky (1999),13466
2502,Office Space (1999),1542
2503,"Apple, The (Sib) (1998)",43978
2504,200 Cigarettes (1999),15256
2505,8MM (1999),8224
2506,"Other Sister, The (1999)",18417
2511,"Long Goodbye, The (1973)",1847
2512,"Ballad of Narayama, The (Narayama bushiko) (1983)",42113
2513,Pet Sematary (1989),8913
2514,Pet Sematary II (1992),10906
2515,Children of the Corn II: The Final Sacrifice (1993),25748
2516,Children of the Corn III (1994),25749
2517,Christine (1983),8769
2518,Night Shift (1982),14742
2520,Airport (1970),10671
2521,Airport 1975 (1974),27932
2522,Airport '77 (1977),7227
2523,Rollercoaster (1977),10670
2524,"Towering Inferno, The (1974)",5919
2525,Alligator (1980),33518
2526,Meteor (1979),40160
2527,Westworld (1973),2362
2528,Logan's Run (1976),10803
2529,Planet of the Apes (1968),871
2530,Beneath the Planet of the Apes (1970),1685
2531,Battle for the Planet of the Apes (1973),1705
2532,Conquest of the Planet of the Apes (1972),1688
2533,Escape from the Planet of the Apes (1971),1687
2534,Avalanche (1978),166680
2535,Earthquake (1974),11123
2537,Beyond the Poseidon Adventure (1979),31638
2538,Dancemaker (1998),113286
2539,Analyze This (1999),9535
2540,"Corruptor, The (1999)",9455
2541,Cruel Intentions (1999),796
2542,"Lock, Stock & Two Smoking Barrels (1998)",100
2544,"School of Flesh, The (École de la chair, L') (1998)",77936
2546,"Deep End of the Ocean, The (1999)",30943
2548,"Rage: Carrie 2, The (1999)",7341
2549,Wing Commander (1999),10350
2550,"Haunting, The (1963)",11772
2551,Dead Ringers (1988),9540
2552,My Boyfriend's Back (1993),31503
2553,Village of the Damned (1960),11773
2554,Children of the Damned (1963),30202
2555,Baby Geniuses (1999),22345
2557,I Stand Alone (Seul contre tous) (1998),1567
2558,Forces of Nature (1999),1641
2559,"King and I, The (1999)",47288
2560,Ravenous (1999),10212
2561,True Crime (1999),10354
2563,Dangerous Beauty (1998),8583
2565,"King and I, The (1956)",16520
2566,Doug's 1st Movie (1999),16508
2567,EDtv (1999),11374
2568,"Mod Squad, The (1999)",16379
2570,"Walk on the Moon, A (1999)",28029
2571,"Matrix, The (1999)",603
2572,10 Things I Hate About You (1999),4951
2573,Tango (1998),65749
2574,"Out-of-Towners, The (1999)",8970
2575,"Dreamlife of Angels, The (Vie rêvée des anges, La) (1998)",9840
2577,Metroland (1997),30950
2579,Following (1998),11660
2580,Go (1999),9430
2581,Never Been Kissed (1999),11355
2582,Twin Dragons (Shuang long hui) (1992),18764
2583,Cookie's Fortune (1999),9465
2585,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)",1414
2586,Goodbye Lover (1999),49981
2587,Life (1999),6522
2589,Friends & Lovers (1999),114719
2590,Hideous Kinky (1998),10209
2593,"Monster, The (Mostro, Il) (1994)",22826
2594,Open Your Eyes (Abre los ojos) (1997),1902
2596,SLC Punk! (1998),6396
2597,Lost & Found (1999),39964
2598,Pushing Tin (1999),12596
2599,Election (1999),9451
2600,eXistenZ (1999),1946
2605,Entrapment (1999),1844
2606,Idle Hands (1999),6552
2607,Get Real (1998),24584
2609,"King of Masks, The (Bian Lian) (1996)",25471
2611,"Winslow Boy, The (1999)",28519
2612,Mildred Pierce (1945),3309
2613,Night of the Comet (1984),18462
2614,Chopping Mall (a.k.a. Killbots) (1986),28941
2615,My Science Project (1985),18252
2616,Dick Tracy (1990),8592
2617,"Mummy, The (1999)",564
2618,"Castle, The (1997)",13852
2620,This Is My Father (1998),25232
2622,William Shakespeare's A Midsummer Night's Dream (1999),10210
2623,Trippin' (1999),53862
2624,After Life (Wandafuru raifu) (1998),17962
2625,Black Mask (Hak hap) (1996),9460
2628,Star Wars: Episode I - The Phantom Menace (1999),1893
2629,"Love Letter, The (1999)",31342
2630,Besieged (a.k.a. L' Assedio) (1998),44297
2632,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)",8785
2633,"Mummy, The (1932)",15849
2634,"Mummy, The (1959)",18990
2639,Mommie Dearest (1981),15660
2640,Superman (1978),1924
2641,Superman II (1980),8536
2642,Superman III (1983),9531
2643,Superman IV: The Quest for Peace (1987),11411
2644,Dracula (1931),138
2648,Frankenstein (1931),3035
2651,Frankenstein Meets the Wolf Man (1943),3076
2652,"Curse of Frankenstein, The (1957)",3079
2654,"Wolf Man, The (1941)",13666
2655,Howling II: Your Sister Is a Werewolf (1985),29794
2656,Tarantula (1955),9077
2657,"Rocky Horror Picture Show, The (1975)",36685
2659,It Came from Hollywood (1982),30168
2660,"Thing from Another World, The (1951)",10785
2661,It Came from Outer Space (1953),19483
2662,"War of the Worlds, The (1953)",8974
2664,Invasion of the Body Snatchers (1956),11549
2665,Earth vs. the Flying Saucers (1956),18158
2668,Swamp Thing (1982),17918
2669,Pork Chop Hill (1959),37305
2670,Run Silent Run Deep (1958),18784
2671,Notting Hill (1999),509
2672,"Thirteenth Floor, The (1999)",1090
2674,"Loss of Sexual Innocence, The (1999)",15059
2676,Instinct (1999),12117
2677,Buena Vista Social Club (1999),11779
2681,Free Enterprise (1998),13533
2682,Limbo (1999),62676
2683,Austin Powers: The Spy Who Shagged Me (1999),817
2686,"Red Violin, The (Violon rouge, Le) (1998)",14283
2687,Tarzan (1999),37135
2688,"General's Daughter, The (1999)",2275
2690,"Ideal Husband, An (1999)",24137
2691,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)",10376
2692,Run Lola Run (Lola rennt) (1998),104
2693,Trekkies (1997),15800
2694,Big Daddy (1999),9032
2695,"Boys, The (1998)",13821
2696,"Dinner Game, The (Dîner de cons, Le) (1998)",9421
2697,My Son the Fanatic (1997),55955
2698,Zone 39 (1997),67067
2699,Arachnophobia (1990),6488
2700,"South Park: Bigger, Longer and Uncut (1999)",9473
2701,Wild Wild West (1999),8487
2702,Summer of Sam (1999),10279
2706,American Pie (1999),2105
2707,Arlington Road (1999),1073
2708,"Autumn Tale, An (Conte d'automne) (1998)",10239
2709,Muppets From Space (1999),10208
2710,"Blair Witch Project, The (1999)",2667
2712,Eyes Wide Shut (1999),345
2713,Lake Placid (1999),9825
2716,Ghostbusters (a.k.a. Ghost Busters) (1984),620
2717,Ghostbusters II (1989),2978
2718,Drop Dead Gorgeous (1999),10490
2719,"Haunting, The (1999)",11618
2720,Inspector Gadget (1999),332
2722,Deep Blue Sea (1999),8914
2723,Mystery Men (1999),9824
2724,Runaway Bride (1999),4806
2725,Twin Falls Idaho (1999),33430
2726,"Killing, The (1956)",247
2727,Killer's Kiss (1955),10056
2728,Spartacus (1960),967
2729,Lolita (1962),802
2730,Barry Lyndon (1975),3175
2731,"400 Blows, The (Les quatre cents coups) (1959)",147
2732,Jules and Jim (Jules et Jim) (1961),1628
2733,Vibes (1988),21185
2734,"Mosquito Coast, The (1986)",11120
2735,"Golden Child, The (1986)",10136
2736,Brighton Beach Memoirs (1986),32060
2737,Assassination (1987),48686
2738,Crimes of the Heart (1986),48259
2739,"Color Purple, The (1985)",873
2740,"Kindred, The (1986)",48660
2741,No Mercy (1986),26789
2742,Ménage (Tenue de soirée) (1986),3934
2743,Native Son (1986),108312
2744,Otello (1986),198469
2745,"Mission, The (1986)",11416
2746,Little Shop of Horrors (1986),10776
2747,"Little Shop of Horrors, The (1960)",24452
2748,Allan Quatermain and the Lost City of Gold (1987),9710
2749,"Morning After, The (1986)",31924
2750,Radio Days (1987),30890
2751,From the Hip (1987),24081
2752,Outrageous Fortune (1987),20242
2754,Deadtime Stories (1987),66194
2757,Frances (1982),3526
2759,Dick (1999),16406
2761,"Iron Giant, The (1999)",10386
2762,"Sixth Sense, The (1999)",745
2763,"Thomas Crown Affair, The (1999)",913
2764,"Thomas Crown Affair, The (1968)",912
2765,"Acid House, The (1998)",12229
2766,"Adventures of Sebastian Cole, The (1998)",67323
2769,"Yards, The (2000)",19457
2770,Bowfinger (1999),11353
2771,Brokedown Palace (1999),17707
2772,Detroit Rock City (1999),9781
2774,Better Than Chocolate (1999),18212
2775,Head On (1998),13817
2779,Heaven Can Wait (1978),12185
2782,Pit and the Pendulum (1961),28501
2784,"Masque of the Red Death, The (1964)",25319
2786,Haunted Honeymoon (1986),24103
2787,Cat's Eye (1985),10552
2788,Monty Python's And Now for Something Completely Different (1971),9267
2789,Damien: Omen II (1978),10766
2790,"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)",10768
2791,Airplane! (1980),813
2792,Airplane II: The Sequel (1982),2665
2793,"American Werewolf in Paris, An (1997)",9406
2794,European Vacation (aka National Lampoon's European Vacation) (1985),11418
2795,National Lampoon's Vacation (1983),11153
2796,Funny Farm (1988),14170
2797,Big (1988),2280
2798,Problem Child (1990),11077
2799,Problem Child 2 (1991),28597
2800,Little Nemo: Adventures in Slumberland (1992),22611
2801,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),39780
2802,Tequila Sunrise (1988),10396
2803,"Pelican Brief, The (1993)",9944
2804,"Christmas Story, A (1983)",850
2805,Mickey Blue Eyes (1999),10154
2806,Teaching Mrs. Tingle (1999),10342
2807,Universal Soldier: The Return (1999),10366
2808,Universal Soldier (1992),9349
2810,Perfect Blue (1997),10494
2812,In Too Deep (1999),22314
2813,"Source, The (1999)",51679
2815,Iron Eagle (1986),11037
2816,Iron Eagle II (1988),11955
2817,Aces: Iron Eagle III (1992),2038
2818,Iron Eagle IV (1995),28737
2819,Three Days of the Condor (3 Days of the Condor) (1975),11963
2820,Hamlet (1964),141489
2822,Medicine Man (1992),9096
2824,On the Ropes (1999),113273
2826,"13th Warrior, The (1999)",1911
2827,"Astronaut's Wife, The (1999)",2900
2828,Dudley Do-Right (1999),17709
2829,"Muse, The (1999)",37718
2835,Chill Factor (1999),2162
2836,Outside Providence (1999),14578
2837,Bedrooms & Hallways (1998),40694
2839,West Beirut (West Beyrouth) (1998),49184
2840,Stigmata (1999),10307
2841,Stir of Echoes (1999),11601
2843,"Black Cat, White Cat (Crna macka, beli macor) (1998)",1075
2844,"Minus Man, The (1999)",21719
2846,"Adventures of Milo and Otis, The (Koneko monogatari) (1986)",47951
2847,Only Angels Have Wings (1939),43832
2848,"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)",47697
2852,"Soldier's Story, A (1984)",26522
2856,I Saw What You Did (1965),28295
2857,Yellow Submarine (1968),12105
2858,American Beauty (1999),14
2859,Stop Making Sense (1984),24128
2860,Blue Streak (1999),11001
2861,For Love of the Game (1999),10390
2862,Caligula (1979),9453
2863,"Hard Day's Night, A (1964)",704
